hip,ra,dec,mag,bv,name,designation
29735,93.937,-13.7184,5.0,-0.08,,
33345,104.0277,-14.0434,5.0,1.18,Isis,Mu CMa
35384,109.6332,49.4648,5.0,0.09,,
47205,144.3028,6.8358,5.0,1.05,,
55588,170.8028,-36.1648,5.0,1.46,,
57175,175.88,-62.4894,5.0,0.78,,
76008,232.8539,77.3494,5.0,1.54,,Theta UMi
79043,242.0189,17.047,5.0,0.93,Marsic,Kappa Her
88060,269.772,-30.253,5.0,1.65,,
88788,271.8697,43.4619,5.0,0.91,,
92845,283.7798,-22.6713,5.0,1.35,,ν2 Sgr
93408,285.3599,46.9348,5.0,0.19,,
94490,288.4798,57.7051,5.0,1.16,,
96275,293.6454,19.7734,5.0,-0.09,,
97295,296.6067,33.7276,5.0,0.48,,
118121,359.3962,-64.2982,5.0,0.06,,Eta Tuc
841,2.5802,46.0723,5.01,0.41,,
2219,7.0121,17.8931,5.01,1.58,,
7719,24.8375,44.3862,5.01,0.88,,Chi And
23430,75.5409,-26.275,5.01,1.06,,
24504,78.8516,32.6876,5.01,0.22,,
29353,92.8124,-65.5894,5.01,1.6,,η2 Dor
29919,94.4784,61.5153,5.01,1.84,,
36429,112.4532,27.9161,5.01,1.12,,b Gem
38423,118.0653,-34.7054,5.01,0.47,,
42088,128.6817,-49.9442,5.01,1.3,,C Vel
46950,143.5366,-51.2553,5.01,-0.18,,L Vel
52425,160.7668,69.0762,5.01,1.41,,
56862,174.8733,-65.3978,5.01,0.8,,
60059,184.749,-55.143,5.01,1.6,,F Cen
60646,186.4622,39.0186,5.01,0.95,,
60998,187.5277,69.2011,5.01,1.62,,
84833,260.0786,18.0571,5.01,1.65,,
97496,297.2444,19.142,5.01,0.1,,Zeta Sge
98258,299.4876,-15.4915,5.01,0.06,,g Sgr
20901,67.209,13.0476,5.02,0.21,,b Tau
25292,81.1631,37.3853,5.02,1.45,,Sigma Aur
46880,143.3019,-21.1157,5.02,1.02,,
51635,158.2369,-47.0034,5.02,1.04,,t Vel
53426,163.9349,33.5069,5.02,1.1,,
68103,209.1424,27.4921,5.02,1.44,,
72800,223.2128,-37.8032,5.02,-0.15,,
74793,229.2745,71.8239,5.02,1.37,Pherkad Minor,
87212,267.2679,50.7811,5.02,0.04,,
87234,267.3626,76.9629,5.02,0.52,,
89981,275.3861,49.1216,5.02,1.62,,
91975,281.2081,2.06,5.02,-0.06,,
93057,284.3353,-20.6563,5.02,0.14,,ξ1 Sgr
95477,291.3187,-24.5086,5.02,0.23,,χ1 Sgr
107608,326.934,-30.8983,5.02,0.04,,Theta PsA
9836,31.6414,22.6483,5.03,0.12,,Kappa Ari
22479,72.5484,-16.2172,5.03,0.99,,
28675,90.815,-26.2845,5.03,1.33,,
35226,109.2059,-36.5926,5.03,-0.16,,
37891,116.487,-14.5638,5.03,0.34,,
41639,127.3645,-44.7248,5.03,-0.17,,
53721,164.8666,40.4303,5.03,0.62,Chalawan,
61418,188.7823,18.3771,5.03,1.15,,
66803,205.4032,-8.703,5.03,1.62,,m Vir
69618,213.7381,-57.0861,5.03,-0.07,,
82504,252.9386,24.6564,5.03,1.25,,
83336,255.4693,-32.1435,5.03,-0.1,,
84671,259.6541,10.8645,5.03,1.54,,e Oph
91755,280.6581,55.5395,5.03,-0.07,,c Dra
95261,290.7134,-54.4239,5.03,0.02,,Eta Tel
95937,292.666,-2.7889,5.03,1.77,,e Aql
97635,297.6572,52.988,5.03,1.29,,d Cyg
103200,313.6402,28.0576,5.03,1.48,,
183,0.583,-29.7204,5.04,-0.15,,Zeta Scl
5317,17.0035,43.9421,5.04,0.11,,
8241,26.5261,-53.522,5.04,0.03,,q2 Eri
15219,49.0508,50.9377,5.04,1.11,,
21861,70.5145,-37.1443,5.04,0.39,,Beta Cae
28325,89.768,-9.5583,5.04,0.19,,
28991,91.7641,-62.1546,5.04,1.26,,
29800,94.1109,12.2722,5.04,0.43,,k Ori
32173,100.7707,44.5244,5.04,1.48,,ψ4 Aur
35846,110.8688,25.0505,5.04,0.9,,A Gem
37300,114.8691,17.6745,5.04,1.62,,f Gem
37606,115.7379,-45.1731,5.04,0.77,,
39690,121.6681,-45.266,5.04,1.49,,
58905,181.1936,-76.5191,5.04,1.49,,Kappa Cha
64407,198.0148,-16.1986,5.04,0.46,,
65468,201.2797,-74.8878,5.04,1.11,,ι1 Mus
65810,202.3552,-51.1651,5.04,0.06,,K Cen
74778,229.2371,-60.9573,5.04,-0.08,,Delta Cir
74975,229.8283,1.7654,5.04,0.54,,
75973,232.7323,40.833,5.04,1.59,,ν1 Boo
77811,238.3336,-20.167,5.04,-0.01,,Lambda Lib
105186,319.6133,43.9459,5.04,-0.06,,A Cyg
106711,324.2374,40.4135,5.04,0.2,,
108535,329.8124,73.1799,5.04,0.44,,
111710,339.4391,-4.2281,5.04,1.14,Situla,Kappa Aqr
15444,49.7818,50.095,5.05,-0.07,,
17851,57.2967,24.1367,5.05,-0.08,Pleione,
23649,76.2417,-49.5778,5.05,1.48,,η2 Pic
24879,80.0038,33.9581,5.05,0.29,,
31765,99.6568,-48.2202,5.05,1.0,,
37391,115.127,87.0201,5.05,1.6,,
42430,129.7829,-22.6619,5.05,0.72,,
88745,271.7564,30.5621,5.05,0.53,,b Her
109556,332.8774,59.4145,5.05,0.19,,Lambda Cep
114347,347.3811,8.6772,5.05,1.48,,
115227,350.0858,5.3813,5.05,1.2,,b Psc
117371,356.9782,67.8068,5.05,0.01,,
17296,55.5389,63.2168,5.06,1.65,,
24505,78.8516,-26.9435,5.06,-0.07,,
25045,80.4427,-24.773,5.06,0.66,,
29134,92.1844,-68.8434,5.06,-0.07,,Nu Dor
29417,92.9659,-6.5503,5.06,-0.2,,
30772,96.9899,-4.7622,5.06,-0.17,,
36817,113.5776,-23.4737,5.06,0.47,,n Pup
40680,124.5784,-65.6132,5.06,1.13,,
49485,151.5467,-47.37,5.06,0.88,,
53838,165.2101,39.2121,5.06,0.26,,
70248,215.5965,-80.1089,5.06,-0.11,,Epsilon Aps
84033,257.6763,-44.5577,5.06,0.87,,
96825,295.2091,45.5249,5.06,0.43,,
96950,295.6297,-16.124,5.06,0.32,,e2 Sgr
98571,300.3398,50.1047,5.06,1.12,,e Cyg
101868,309.633,24.116,5.06,-0.13,,
102843,312.5205,44.0593,5.06,0.2,,
102950,312.8752,-51.6082,5.06,1.12,,Iota Ind
104755,318.3355,-70.1263,5.06,1.58,,Omicron Pav
117718,358.122,19.1203,5.06,1.59,,Phi Peg
2578,8.1829,-63.0315,5.07,0.04,,β3 Tuc
3810,12.2446,16.9406,5.07,0.5,,
14954,48.1935,-1.1961,5.07,0.57,,
21060,67.7087,-44.9537,5.07,-0.19,,Delta Cae
21727,69.9778,53.0795,5.07,1.08,,
25282,81.1205,-0.8913,5.07,0.96,,p Ori
33558,104.6046,-34.1117,5.07,-0.15,,t Pup
34909,108.3428,16.159,5.07,1.65,,
36393,112.3352,28.1183,5.07,0.12,,
38010,116.8541,-38.5111,5.07,-0.11,,
46774,142.9899,9.7158,5.07,1.36,,h Leo
46928,143.4724,-80.9413,5.07,-0.14,,Zeta Cha
47452,145.0765,-14.3323,5.07,-0.15,Al Sharasif,Kappa Hya
48437,148.1268,-8.105,5.07,0.04,,Gamma Sex
51775,158.7001,6.9537,5.07,0.92,,
56243,172.942,-59.4421,5.07,1.03,,ο1 Cen
69415,213.1918,-27.2612,5.07,1.13,,
81292,249.0572,52.9244,5.07,-0.03,,
83947,257.3885,40.777,5.07,1.27,,
85805,262.9911,68.135,5.07,1.08,Adfar Aldib,f Dra
90853,278.0081,-45.7574,5.07,-0.13,,δ2 Tel
93867,286.7442,11.0712,5.07,-0.06,,
101916,309.7824,10.0862,5.07,0.7,,Kappa Del
107763,327.4612,30.1742,5.07,0.01,,
109017,331.2866,62.2798,5.07,0.24,,
2854,9.0346,54.1685,5.08,-0.1,,
17771,57.0678,11.1433,5.08,-0.12,,e Tau
21673,69.7884,15.7998,5.08,0.14,,σ1 Tau
22565,72.8436,18.8399,5.08,0.21,,i Tau
25110,80.6397,79.2311,5.08,0.51,,
25541,81.912,34.4759,5.08,1.4,,Phi Aur
29271,92.5603,-74.753,5.08,0.71,,Alpha Men
32558,101.9051,-8.9985,5.08,1.79,,
38872,119.3268,-44.1099,5.08,-0.17,,N Pup
41483,126.9024,-53.0885,5.08,0.26,,F Vel
48113,147.1474,46.021,5.08,0.62,,
51437,157.5728,-0.637,5.08,-0.14,,Beta Sex
51718,158.5037,-23.7452,5.08,1.6,,
51912,159.0855,-59.5644,5.08,1.17,,t1 Car
52457,160.854,23.1884,5.08,0.04,,
55598,170.8412,-18.78,5.08,0.44,,Lambda Crt
63005,193.6537,-57.1687,5.08,-0.09,,μ2 Cru
73129,224.1833,-62.781,5.08,-0.02,,Theta Cir
92814,283.6796,-15.603,5.08,0.14,,
99080,301.7225,23.6144,5.08,-0.16,,
100881,306.83,-18.2117,5.08,-0.05,Okul,Pi Cap
108036,328.324,-13.5518,5.08,0.38,,Mu Cap
111532,338.9422,73.6432,5.08,0.4,,
3781,12.1476,-74.9234,5.09,1.34,,Lambda Hyi
9110,29.3377,17.8175,5.09,0.92,,Iota Ari
16292,52.5008,55.4518,5.09,0.02,,
23265,75.0863,81.1941,5.09,1.3,,
31278,98.408,-1.2202,5.09,-0.13,,
35699,110.4869,20.4437,5.09,1.53,,
36114,111.591,-51.0185,5.09,1.04,,
39023,119.7738,-23.3104,5.09,1.11,,
40321,123.493,-36.3223,5.09,-0.18,,
43413,132.6394,-46.5292,5.09,-0.2,,f Vel
46283,141.5748,-53.3789,5.09,-0.1,,I Vel
47965,146.6319,57.1281,5.09,1.59,,
48224,147.4881,-45.7327,5.09,-0.1,,u Vel
55597,170.8392,-64.9547,5.09,-0.06,,
59819,184.0008,14.8991,5.09,0.07,,
77660,237.815,-3.0905,5.09,0.14,,b Ser
79302,242.7586,-29.4162,5.09,1.13,,
87194,267.2048,25.6229,5.09,1.14,,
90037,275.5774,-38.6569,5.09,1.5,,
98920,301.2896,19.9911,5.09,1.06,,Eta Sge
106999,325.0463,43.2738,5.09,1.6,,
108022,328.2657,25.9251,5.09,-0.15,,
109102,331.5081,45.0143,5.09,1.57,,
110256,335.007,-80.4397,5.09,1.28,,Epsilon Oct
113788,345.6516,42.7578,5.09,0.09,,
115444,350.769,12.3139,5.09,1.31,,
117020,355.8432,10.3315,5.09,1.69,,
13775,44.322,31.9342,5.1,-0.01,,
15737,50.6885,20.7421,5.1,1.23,,
19461,62.5114,80.6987,5.1,0.59,,
20522,65.9659,9.461,5.1,0.07,,r Tau
27534,87.473,-66.9012,5.1,-0.13,,Epsilon Dor
57613,177.1878,-26.7498,5.1,1.59,,
64803,199.2214,-31.5062,5.1,0.96,,r Cen
70400,216.0473,5.8201,5.1,0.12,,
78481,240.3097,17.8184,5.1,0.99,,r Her
82129,251.6666,-67.1097,5.1,-0.08,,
85162,261.0545,-44.1626,5.1,-0.05,,
88899,272.2203,20.0452,5.1,0.18,,
94885,289.6354,1.0851,5.1,1.14,,
106944,324.8886,2.2436,5.1,1.03,,d Aqr
107382,326.2511,-9.0824,5.1,1.11,,c Cap
113561,345.0213,56.9454,5.1,1.01,,
117689,358.027,-82.0188,5.1,0.93,,γ1 Oct
6960,22.4006,-21.6293,5.11,0.03,,
18213,58.4123,-34.7323,5.11,-0.13,,i Eri
23941,77.1821,-4.4562,5.11,0.46,,
33104,103.426,68.8883,5.11,-0.11,,
35406,109.6591,-36.7427,5.11,-0.17,,v2 Pup
48833,149.4211,41.0556,5.11,0.48,,
54461,167.1417,-61.9472,5.11,0.2,,z2 Car
65535,201.5324,-39.7551,5.11,1.18,,
77982,238.8733,-68.603,5.11,1.11,,Kappa TrA
90191,276.0574,39.5072,5.11,0.05,Al Athfar,Mu Lyr
91875,280.9456,-38.3234,5.11,0.07,,Lambda CrA
94083,287.2912,76.5605,5.11,0.31,,
101983,310.011,-60.5489,5.11,0.54,,φ2 Pav
102693,312.1214,-43.9885,5.11,0.36,,Iota Mic
108317,329.1631,63.6256,5.11,1.55,,
109973,334.1107,-41.6272,5.11,0.93,,μ2 Gru
111795,339.658,56.7956,5.11,1.54,,
112242,341.0228,41.8192,5.11,0.96,,
8882,28.5918,-42.4969,5.12,-0.06,,Phi Phe
14240,45.9034,-59.7378,5.12,0.35,,Mu Hor
23794,76.6902,-4.6552,5.12,-0.06,,
34670,107.6978,-48.9321,5.12,1.25,,
35710,110.5109,36.7606,5.12,1.08,,
37664,115.9247,-40.9337,5.12,1.1,,
38373,117.925,1.7669,5.12,-0.12,,Zeta CMi
45505,139.096,-44.2657,5.12,1.64,,
46914,143.4356,-49.0051,5.12,-0.11,,
52353,160.4856,65.7163,5.12,1.21,,
53261,163.3935,54.5851,5.12,1.35,,
56250,172.9533,-59.5156,5.12,0.43,,ο2 Cen
61468,188.9397,-41.0219,5.12,0.22,,
62356,191.6615,16.5777,5.12,1.35,,
86796,266.0363,-51.8341,5.12,0.69,Cervantes,Mu Ara
89935,275.2543,28.87,5.12,0.21,,t Her
90806,277.8596,-18.4027,5.12,0.02,,
91105,278.76,-10.9772,5.12,0.93,,
95951,292.6891,27.9653,5.12,-0.1,,β2 Cyg
96327,293.7802,-10.5604,5.12,1.12,,
97675,297.7568,10.4157,5.12,0.56,,Omicron Aql
101477,308.4795,-44.516,5.12,1.0,,Nu Mic
110391,335.3982,-21.5982,5.12,1.06,,
113860,345.8742,-34.7494,5.12,0.3,,Pi PsA
145,0.456,-3.0275,5.13,-0.13,,
1158,3.6151,-7.7805,5.13,1.6,,
6061,19.4498,3.6145,5.13,0.07,,f Psc
11477,37.0071,-33.811,5.13,0.09,,Phi For
15890,51.169,64.586,5.13,2.04,,
26221,83.8186,-5.3897,5.13,0.02,Becklin's Star,θ1 Ori
40843,125.0161,27.2177,5.13,0.49,,Chi Cnc
41325,126.4782,7.5645,5.13,0.93,,
56332,173.2255,-31.0872,5.13,1.58,,
69038,211.9823,43.8545,5.13,1.49,,
73826,226.3299,-41.0672,5.13,1.01,,
76259,233.6555,-28.047,5.13,1.31,,
79653,243.8138,-47.372,5.13,-0.11,,Theta Nor
84887,260.2259,24.4994,5.13,0.0,,
94302,287.9191,56.8592,5.13,1.01,,
104043,316.1794,-77.0238,5.13,0.49,,Alpha Oct
118234,359.7324,-52.7458,5.13,1.12,,Pi Phe
2900,9.1935,44.4886,5.14,1.59,,
5799,18.6002,-7.9228,5.14,0.45,,
16322,52.602,11.3364,5.14,-0.04,,s Tau
17886,57.3862,33.0914,5.14,0.06,,n Per
25429,81.5803,-58.9125,5.14,0.99,,Lambda Dor
28691,90.864,19.6906,5.14,-0.1,,
32765,102.4776,-46.6146,5.14,0.46,,
32864,102.7379,67.5719,5.14,-0.15,,
33779,105.2145,-51.4026,5.14,1.65,,
34033,105.9086,10.9518,5.14,1.39,,
34105,106.0764,-56.7497,5.14,-0.03,,
37088,114.3195,-4.111,5.14,0.44,,
38016,116.8763,33.4157,5.14,1.64,,Pi Gem
38917,119.4655,-45.5777,5.14,1.26,,O Pup
39567,121.2687,13.1182,5.14,0.02,,
40285,123.4006,-46.9916,5.14,-0.14,,
52742,161.7395,-56.7572,5.14,-0.08,,
56000,172.1462,-42.6742,5.14,-0.03,,
56656,174.2522,-61.2834,5.14,1.1,,
59504,183.0498,77.6162,5.14,0.36,,
60221,185.2321,-13.5657,5.14,1.05,,
64906,199.5605,49.6821,5.14,-0.05,,
70012,214.8853,-2.2655,5.14,1.02,,Upsilon Vir
76307,233.8122,39.0101,5.14,1.65,,Mu CrB
78105,239.2229,-33.9661,5.14,0.13,,ξ1 Lup
84626,259.5028,-24.2869,5.14,1.05,,Omicron Oph
93163,284.6519,-60.2005,5.14,1.35,,Omega Pav
94477,288.4279,2.2937,5.14,-0.07,,
95498,291.3692,19.7984,5.14,1.0,,
97870,298.3224,57.5235,5.14,-0.12,,
100122,304.6628,34.9828,5.14,0.66,,
102157,310.4878,-66.7607,5.14,-0.06,,Upsilon Pav
5544,17.7782,31.4247,5.15,0.26,,g Psc
9459,30.4266,-44.7135,5.15,1.47,,Chi Phe
11784,38.0257,36.1473,5.15,1.47,,
29895,94.4238,-16.8159,5.15,1.29,,
37946,116.6637,37.5174,5.15,1.59,,
42834,130.9178,-49.8228,5.15,-0.2,,D Vel
43531,132.9868,43.7266,5.15,0.97,,
44857,137.0979,66.8732,5.15,1.51,,σ1 UMa
47654,145.7383,72.2526,5.15,1.03,,
50083,153.3776,-66.3728,5.15,0.22,,M Car
54360,166.8195,-42.6387,5.15,0.03,,
56754,174.5304,-61.8266,5.15,-0.04,,
58803,180.9149,-42.4341,5.15,0.42,,
60320,185.5306,-67.5221,5.15,0.2,,ζ2 Mus
64078,196.9742,-10.7404,5.15,1.14,,
67244,206.7348,-36.2519,5.15,-0.01,,z Cen
72197,221.5003,-25.4432,5.15,0.32,,m Hya
72603,222.6716,-15.9972,5.15,0.4,Zubenelgenubi,α1 Lib
74605,228.6597,67.3467,5.15,0.55,,
74707,229.0168,-41.4912,5.15,0.56,,
75761,232.1593,1.8421,5.15,0.24,,
82073,251.4579,8.5826,5.15,1.53,,i Her
98425,299.98,37.0429,5.15,-0.13,,
101936,309.8537,0.4864,5.15,1.06,,
101984,310.0123,-18.1387,5.15,1.65,,Upsilon Cap
102531,311.6619,16.1241,5.15,0.49,,γ1 Del
114520,347.9341,8.7201,5.15,0.14,,
1686,5.2803,37.9686,5.16,0.44,,Rho And
11060,35.5893,55.8457,5.16,0.37,,i Per
13717,44.1559,-3.7123,5.16,0.08,,
15404,49.6573,50.2222,5.16,-0.07,,
27621,87.7218,-52.1089,5.16,0.96,,
31084,97.846,-12.392,5.16,1.26,,
38382,117.9429,-13.898,5.16,0.6,,
40429,123.8163,-62.9156,5.16,0.09,,C Car
44946,137.3397,22.0454,5.16,0.97,Nahn,Xi Cnc
51814,158.7904,57.0826,5.16,0.35,,
67929,208.6756,-1.5031,5.16,1.09,,p Vir
73776,226.2008,-64.0314,5.16,0.94,,Eta Cir
75530,231.4475,15.428,5.16,1.65,,τ1 Ser
76243,233.6105,-9.1834,5.16,-0.09,,
90887,278.0889,-39.704,5.16,0.08,,
105570,320.7234,6.8111,5.16,0.06,,Beta Equ
107095,325.3869,-14.0476,5.16,0.67,,
112935,343.1003,9.8357,5.16,0.49,,Sigma Peg
2381,7.5944,-23.7877,5.17,0.13,,
3909,12.5316,-10.6443,5.17,0.51,,φ2 Cet
5336,17.0683,54.9203,5.17,0.7,Marfak,Mu Cas
12273,39.5085,72.8183,5.17,0.9,,
12832,41.2399,12.4458,5.17,0.23,,
20507,65.9202,-3.7455,5.17,0.07,,Xi Eri
38211,117.4217,-17.2284,5.17,1.28,,
44093,134.7181,-47.2347,5.17,0.27,,
44143,134.8508,-59.0837,5.17,0.42,,b2 Car
58188,179.004,-17.1508,5.17,-0.02,,Eta Crt
59151,181.9578,-75.367,5.17,1.28,,
60514,186.0772,26.0986,5.17,0.08,,
61910,190.3165,-13.0139,5.17,0.43,,
63210,194.2681,-51.1988,5.17,-0.07,,H Cen
87563,268.3251,40.008,5.17,1.17,,f Her
93815,286.5831,-52.3409,5.17,0.53,,Rho Tel
95447,291.2425,11.9444,5.17,0.76,,b Aql
95556,291.538,36.3179,5.17,-0.12,,
96459,294.1582,44.6949,5.17,0.93,,
104085,316.3094,-54.727,5.17,1.2,,Mu Ind
104963,318.9079,-20.6517,5.17,1.16,,Phi Cap
117629,357.8389,-18.9092,5.17,-0.12,,i3 Aqr
1708,5.38,-28.9815,5.18,1.01,,Iota Scl
2225,7.0569,44.3945,5.18,0.04,,
8016,25.7328,70.6225,5.18,-0.02,,
19171,61.6517,27.5999,5.18,-0.12,,
22833,73.6954,11.426,5.18,0.12,Manica,g Ori
24197,77.9232,16.0457,5.18,1.52,,
25918,82.9709,-76.341,5.18,1.13,,Gamma Men
26640,84.9342,25.8971,5.18,-0.15,,
27204,86.4996,-32.3064,5.18,-0.27,,Mu Col
33682,104.9606,-67.9164,5.18,1.4,,
35951,111.1674,-16.2015,5.18,-0.04,,
40943,125.3377,-36.4842,5.18,-0.19,,
41296,126.3805,-51.7274,5.18,-0.16,,
42504,129.99,-53.0547,5.18,-0.15,,
45333,138.5856,61.4233,5.18,0.6,,c UMa
52469,160.887,46.2039,5.18,0.32,,
55137,169.3225,2.0106,5.18,1.51,,
55779,171.4298,-63.9725,5.18,0.49,,
69373,213.0167,69.4325,5.18,1.59,,
73036,223.894,-60.1142,5.18,1.16,,
92646,283.1652,-52.1074,5.18,0.96,,Kappa Tel
96665,294.7985,5.3978,5.18,-0.0,,Sigma Aql
97630,297.6416,38.7224,5.18,1.67,,
99853,303.876,23.5089,5.18,1.02,,
101260,307.8767,74.9546,5.18,0.1,,
107230,325.7668,72.3201,5.18,1.06,,
117315,356.8166,-50.2265,5.18,-0.16,,Sigma Phe
11072,35.6356,-23.8163,5.19,0.61,,Kappa For
11220,36.1038,50.0065,5.19,0.98,,
23840,76.8918,-63.3997,5.19,1.65,,
28744,91.0563,-6.7089,5.19,-0.07,,
30717,96.8073,0.2992,5.19,1.19,,
39070,119.9064,-60.5871,5.19,1.76,,
42425,129.7715,-70.3867,5.19,0.01,,Theta Vol
43352,132.4646,-32.7805,5.19,0.88,,
51362,157.3696,-2.7391,5.19,-0.05,,Delta Sex
56583,174.0117,69.323,5.19,0.97,,
64792,199.1938,9.4242,5.19,0.58,,e Vir
73945,226.6567,-16.2568,5.19,1.59,Zuben Hakrabi,Nu Lib
77277,236.6667,62.5996,5.19,0.06,,
80874,247.7057,-61.6335,5.19,1.24,,
85312,261.5002,-50.6335,5.19,1.05,,Kappa Ara
99738,303.5605,28.6948,5.19,0.19,,
103294,313.9029,13.7215,5.19,1.12,,
105268,319.8426,64.8719,5.19,-0.04,,
111797,339.6627,63.5845,5.19,0.08,,
115125,349.7765,-13.4547,5.19,0.9,,
115404,350.6632,-15.0393,5.19,0.2,,
2355,7.5307,29.7516,5.2,0.27,,
2762,8.812,-3.5928,5.2,0.57,,
19949,64.1795,53.6118,5.2,0.05,,
21296,68.5485,-8.2314,5.2,1.71,,
27971,88.7409,59.8884,5.2,0.01,,
29650,93.712,19.1564,5.2,0.43,,
30932,97.3687,-56.8528,5.2,1.09,,
32104,100.6014,17.6453,5.2,0.06,,
33927,105.6033,24.2154,5.2,0.95,,Omega Gem
34081,106.0116,-42.3373,5.2,0.2,,C Pup
35146,108.9788,59.6375,5.2,1.08,,
36238,111.9348,21.4452,5.2,0.46,,
39961,122.3996,-44.1228,5.2,-0.17,,
42540,130.0799,-40.2639,5.2,-0.03,,
42679,130.4871,-45.4107,5.2,0.17,,
57047,175.4331,-32.4994,5.2,1.48,,
60189,185.1402,-22.2159,5.2,-0.09,,Zeta Crv
63901,196.4351,35.7989,5.2,-0.06,,
68269,209.6298,-24.9722,5.2,-0.09,,
80197,245.5893,33.7991,5.2,1.63,,ν1 CrB
90441,276.8021,0.1961,5.2,0.49,,d Ser
92226,281.9359,-40.4062,5.2,0.78,,Mu CrA
93017,284.2567,32.9013,5.2,0.59,,
93917,286.8566,32.5017,5.2,0.37,,
104174,316.6028,-32.3416,5.2,1.1,,
104214,316.7248,38.7494,5.2,1.07,,
115126,349.7778,-13.4586,5.2,0.79,,
5300,16.9494,-41.4869,5.21,0.16,,Upsilon Phe
5737,18.4329,7.5754,5.21,0.32,Revati,Zeta Psc
12484,40.1651,-54.5499,5.21,0.41,,Zeta Hor
19205,61.7519,29.0013,5.21,0.36,,Psi Tau
28296,89.7065,0.553,5.21,0.01,,
30457,96.043,-11.5301,5.21,1.23,,
30679,96.7036,58.4174,5.21,1.54,,
32064,100.4849,-9.1675,5.21,1.52,,
55756,171.3727,-36.0631,5.21,0.98,,
64725,198.9949,-19.9431,5.21,1.01,,
66098,203.242,-10.165,5.21,0.96,,h Vir
77578,237.5731,2.1965,5.21,1.02,,Omega Ser
85079,260.817,-47.4682,5.21,-0.1,,Iota Ara
111449,338.6735,-20.7082,5.21,0.45,,Upsilon Aqr
3505,11.185,-22.0061,5.22,0.35,,
9763,31.3815,76.1151,5.22,0.95,,
13874,44.6753,-2.7829,5.22,0.01,,
19799,63.651,10.0114,5.22,-0.09,,
21547,69.4005,-2.4735,5.22,0.28,,c Eri
23734,76.5352,58.9724,5.22,-0.08,,
25048,80.4517,41.8046,5.22,-0.13,,Rho Aur
31119,97.9512,11.5444,5.22,0.18,,
32562,101.9149,48.7895,5.22,1.13,,ψ6 Aur
33878,105.4849,-5.7221,5.22,1.69,,
36265,112.0086,6.942,5.22,0.22,,Eta CMi
38020,116.8813,-46.6085,5.22,-0.15,,
39061,119.8682,-39.2969,5.22,0.4,,
43970,134.3123,15.3228,5.22,0.15,,ο1 Cnc
54767,168.1884,-64.1698,5.22,-0.08,,
55831,171.6476,-61.1152,5.22,-0.08,,
58684,180.5283,43.0456,5.22,0.28,,
62267,191.4044,7.6733,5.22,0.32,,d2 Vir
70035,214.9646,-61.273,5.22,0.28,,
72290,221.7554,-52.3835,5.22,0.98,,b Lup
82216,251.9434,5.2467,5.22,-0.0,,l Her
92390,282.4171,-20.3247,5.22,1.4,,
92405,282.4705,32.5511,5.22,0.1,,Nu Lyr
95260,290.712,26.2624,5.22,-0.12,,
98583,300.3689,64.821,5.22,1.6,,e Dra
106093,322.3623,46.5406,5.22,0.96,,g Cyg
116076,352.8226,39.2362,5.22,1.03,Veritate,
6315,20.2807,28.7382,5.23,1.4,,l Psc
10306,33.2004,21.211,5.23,0.46,,Eta Ari
14456,46.6396,-6.0886,5.23,1.57,,
32292,101.1186,-31.0705,5.23,-0.13,,
35907,111.0353,40.6724,5.23,1.25,,
39970,122.4298,-47.9372,5.23,-0.2,,
43834,133.9153,27.9275,5.23,1.0,,ρ2 Cnc
44154,134.8861,32.4186,5.23,0.91,,σ3 Cnc
44337,135.4357,-52.1887,5.23,-0.12,,
44798,136.9367,10.6682,5.23,-0.09,,Kappa Cnc
48926,149.7178,-35.891,5.23,0.3,,Eta Ant
52701,161.6233,-64.2632,5.23,-0.08,,
53252,163.373,-20.1387,5.23,0.48,,b3 Hya
63076,193.869,65.4385,5.23,0.3,Taiyi,
72357,221.9367,-26.0875,5.23,0.94,,
76939,235.6596,-37.4249,5.23,0.99,,h Lup
79607,243.6702,33.8586,5.23,0.6,,Sigma CrB
82493,252.8905,-41.2305,5.23,0.05,,
82730,253.6487,-6.154,5.23,1.1,,
86036,263.7483,61.8746,5.23,0.6,,
94068,287.2496,6.0732,5.23,0.35,,
98636,300.506,24.938,5.23,0.37,,
950,2.9334,-35.1331,5.24,0.46,,Theta Scl
3949,12.6716,-50.9868,5.24,0.36,,Rho Phe
7981,25.624,20.2685,5.24,0.84,,
14043,45.2176,52.3517,5.24,-0.05,,
15371,49.5534,-62.5064,5.24,0.6,,ζ2 Ret
16803,54.0726,-17.4671,5.24,-0.12,,
17457,56.1271,-1.1631,5.24,-0.09,,
17717,56.9152,-23.8747,5.24,0.07,,τ7 Eri
17954,57.5789,25.5794,5.24,0.23,,
20384,65.4722,-63.3864,5.24,0.95,,Eta Ret
21297,68.549,-8.9703,5.24,1.47,,
25197,80.866,57.5444,5.24,-0.01,,
26268,83.9145,-4.8561,5.24,0.27,,
32480,101.6847,43.5774,5.24,0.57,,ψ5 Aur
35393,109.6396,-39.2103,5.24,0.03,,F Pup
36641,113.0248,1.9145,5.24,0.23,,δ1 CMi
42334,129.4673,-26.255,5.24,-0.03,,Eta Pyx
45344,138.602,-43.2275,5.24,-0.14,,z Vel
45527,139.1739,-6.3531,5.24,1.17,,
56779,174.615,8.1343,5.24,1.5,,Omega Vir
64348,197.8467,-43.3686,5.24,1.05,,
73909,226.5697,54.5563,5.24,0.96,,
